-1.077621,-4.340359
-1.056883,-4.339270
-1.055036,-4.339027
-1.033155,-4.334497
-1.031219,-4.333955
-1.008403,-4.325958
-1.006395,-4.325116
-0.982856,-4.313643
-0.980795,-4.312500
-0.956748,-4.297565
-0.954651,-4.296123
-0.930310,-4.277756
-0.928198,-4.276020
-0.903777,-4.254273
-0.901667,-4.252247
-0.877379,-4.227190
-0.875289,-4.224882
-0.851341,-4.196605
-0.849290,-4.194022
-0.825886,-4.162634
-0.823890,-4.159788
-0.801226,-4.125414
-0.799303,-4.122315
-0.777570,-4.085099
-0.775735,-4.081760
-0.755111,-4.041862
-0.753379,-4.038299
-0.734035,-3.995894
-0.732421,-3.992122
-0.714515,-3.947401
-0.713032,-3.943437
-0.696710,-3.896602
-0.695370,-3.892464
-0.680763,-3.843732
-0.679578,-3.839440
-0.666806,-3.789037
-0.665783,-3.784611
-0.654949,-3.732774
-0.654098,-3.728234
-0.645288,-3.675209
-0.644615,-3.670577
-0.637900,-3.616615
-0.637411,-3.611914
-0.632846,-3.557273
-0.632545,-3.552523
-0.567626,-3.426396
-0.563387,-3.424217
-0.514019,-3.400083
-0.509719,-3.398087
-0.459776,-3.376119
-0.455437,-3.374315
-0.405167,-3.354602
-0.400811,-3.352996
-0.350466,-3.335609
-0.346114,-3.334207
-0.295950,-3.319201
-0.291625,-3.318006
-0.241899,-3.305415
-0.237623,-3.304431
-0.188589,-3.294273
-0.184384,-3.293499
-0.136298,-3.285774
-0.132186,-3.285210
-0.085298,-3.279899
-0.081301,-3.279543
-0.035857,-3.276611
-0.031995,-3.276459
0.011765,-3.275852
0.015471,-3.275899
0.057316,-3.277547
0.060847,-3.277785
0.100554,-3.281603
0.103890,-3.282025
0.141247,-3.287910
0.144372,-3.288505
0.179180,-3.296341
0.182076,-3.297099
0.214147,-3.306754
0.216799,-3.307664
0.245962,-3.318995
0.248354,-3.320043
0.274451,-3.332894
0.276572,-3.334067
0.299463,-3.348271
0.301301,-3.349554
0.320860,-3.364935
0.322405,-3.366311
0.338527,-3.382685
0.339771,-3.384139
0.352369,-3.401314
0.353305,-3.402829
0.362311,-3.420608
0.362933,-3.422166
0.368297,-3.440347
0.368603,-3.441931
-0.631988,-3.377603
-0.632259,-3.372848
-0.636479,-3.318123
-0.636938,-3.313412
-0.643313,-3.259325
-0.643957,-3.254680
-0.652438,-3.201489
-0.653261,-3.196933
-0.663778,-3.144890
-0.664774,-3.140444
-0.677244,-3.089797
-0.678404,-3.085482
-0.692726,-3.036468
-0.694042,-3.032305
-0.710100,-2.985153
-0.711560,-2.981160
-0.729224,-2.936088
-0.730818,-2.932284
-0.749943,-2.889497
-0.751657,-2.885900
-0.772088,-2.845591
-0.773907,-2.842215
-0.795476,-2.804561
-0.797386,-2.801423
-0.819914,-2.766587
-0.821899,-2.763699
-0.845199,-2.731826
-0.847242,-2.729201
-0.871117,-2.700421
-0.873202,-2.698068
-0.897450,-2.672492
-0.899558,-2.670421
-0.923972,-2.648141
-0.926085,-2.646358
-0.950453,-2.627449
-0.952553,-2.625961
-0.976661,-2.610476
-0.978730,-2.609285
-1.002364,-2.597260
-1.004382,-2.596370
-1.027327,-2.587819
-1.029276,-2.587229
-1.051320,-2.582148
-1.053182,-2.581858
-1.074116,-2.580224
-1.075873,-2.580230
-1.095493,-2.581999
-1.097128,-2.582297
-1.115236,-2.587406
-1.116732,-2.587991
-1.133138,-2.596360
-1.134479,-2.597222
-1.149003,-2.608753
-1.150173,-2.609884
-1.162644,-2.624461
-1.163629,-2.625850
-1.173887,-2.643341
-1.174675,-2.644976
-1.182575,-2.665234
-1.183152,-2.667102
-1.188560,-2.689964
-1.188917,-2.692050
-1.191716,-2.717342
-1.191842,-2.719630
-1.191928,-2.747164
-1.191816,-2.749638
-1.189105,-2.779216
-1.188747,-2.781858
-1.183169,-2.813272
-1.182561,-2.816063
-1.174064,-2.849097
-1.173202,-2.852019
-1.161754,-2.886450
-1.160636,-2.889483
-1.146222,-2.925082
-1.144847,-2.928205
-1.127471,-2.964740
-1.125841,-2.967935
-1.105526,-3.005170
-1.103642,-3.008415
-1.080430,-3.046115
-1.078298,-3.049391
-1.052249,-3.087320
-1.049875,-3.090605
-1.021068,-3.128531
-1.018459,-3.131806
-0.986991,-3.169498
-0.984156,-3.172743
-0.950141,-3.209977
-0.947091,-3.213173
-0.910661,-3.249730
-0.907409,-3.252858
-0.868711,-3.288528
-0.865269,-3.291570
-0.824467,-3.326152
-0.820851,-3.329091
-0.778123,-3.362393
-0.774349,-3.365213
-0.729886,-3.397055
-0.725970,-3.399742
